DA,Source,Target,Indexed,Source_url,Target_url
44,Just Kids Italian Cotton Woven – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-de/products/just-kids-italian-cotton-woven"", ""https://marcytilton.com/en-de/products/just-kids-italian-cotton-woven"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Periwinkle Irish Linen Woven – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-nl/products/periwinkle-irish-linen-woven"", ""https://marcytilton.com/en-nl/products/periwinkle-irish-linen-woven"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,"Marcy Tilton Designer Fabrics for Fashion, Decor, Crafts & More – Marcy Tilton Fabrics",Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-ch/"", ""https://marcytilton.com/en-ch/"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Carrington Liberty Silk Crepe de Chine Woven – Marcy Tilton Fabrics  woven,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-mx/products/carrington-liberty-silk-crepe-de-chine-"", ""https://marcytilton.com/en-mx/products/carrington-liberty-silk-crepe-de-chine-"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,DIY Linen Sheets — Easier Than You Might Think – Marcy Tilton Fabrics  ht-think,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-ie/blogs/news/diy-linen-sheets-easier-than-you-mig"", ""https://marcytilton.com/en-ie/blogs/news/diy-linen-sheets-easier-than-you-mig"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,"Marcy Tilton Designer Fabrics for Fashion, Decor, Crafts & More – Page 3 – Marcy Tilton Fabrics",Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/?page=3"", ""https://marcytilton.com/?page=3"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Gretna Green Gingham Japanese Cotton Woven – Marcy Tilton Fabrics  n-woven,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-es/products/gretna-green-gingham-japanese-cotto"", ""https://marcytilton.com/en-es/products/gretna-green-gingham-japanese-cotto"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,"Matte Black 10"" Scissors – Marcy Tilton Fabrics",Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-es/products/matte-black-10-scissors"", ""https://marcytilton.com/en-es/products/matte-black-10-scissors"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Dress Fabrics – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-ie/collections/dress-fabrics"", ""https://marcytilton.com/en-ie/collections/dress-fabrics"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Wildflower Mix Italian Viscose Knit – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-mx/products/wildflower-mix-italian-viscose-knit"", ""https://marcytilton.com/en-mx/products/wildflower-mix-italian-viscose-knit"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Practical Patterns – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-it/collections/practical-patterns"", ""https://marcytilton.com/en-it/collections/practical-patterns"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Spindrift Italian Viscose Knit – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/products/spindrift-italian-viscose-knit"", ""https://marcytilton.com/products/spindrift-italian-viscose-knit"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Plush Fabrics – Page 7 – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-fr/collections/plush?page=7"", ""https://marcytilton.com/en-fr/collections/plush?page=7"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Designer Woven Fabrics – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-mx/collections/wovens"", ""https://marcytilton.com/en-mx/collections/wovens"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Mod Pixels Viscose Knit – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-mx/products/mod-pixels-viscose-knit"", ""https://marcytilton.com/en-mx/products/mod-pixels-viscose-knit"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,The September Coat Pattern – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-es/products/the-september-coat-pattern"", ""https://marcytilton.com/en-es/products/the-september-coat-pattern"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Fabrics from India – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-fr/collections/india"", ""https://marcytilton.com/en-fr/collections/india"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Prints – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-mx/collections/prints"", ""https://marcytilton.com/en-mx/collections/prints"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Big Sandy Gingham Japanese Cotton Woven – Marcy Tilton Fabrics  oven,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-fr/products/big-sandy-gingham-japanese-cotton-w"", ""https://marcytilton.com/en-fr/products/big-sandy-gingham-japanese-cotton-w"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Sustainability is a primary value for Ratti – Marcy Tilton Fabrics  ratti,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-ie/blogs/news/sustainability-is-a-primary-value-for-"", ""https://marcytilton.com/en-ie/blogs/news/sustainability-is-a-primary-value-for-"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Stripe Tease Liberty Cotton Woven – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-es/products/stripe-tease-liberty-cotton-woven"", ""https://marcytilton.com/en-es/products/stripe-tease-liberty-cotton-woven"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Purple – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-nl/collections/purple"", ""https://marcytilton.com/en-nl/collections/purple"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Wishlist – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/pages/wishlist"", ""https://marcytilton.com/pages/wishlist"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Felted Sheep Pincushion – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/products/felted-sheep-pincushion"", ""https://marcytilton.com/products/felted-sheep-pincushion"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Rayon – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-es/collections/rayon"", ""https://marcytilton.com/en-es/collections/rayon"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Mesh Cardi — Vogue 8975 – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-ch/blogs/news/mesh-cardi-vogue-8975"", ""https://marcytilton.com/en-ch/blogs/news/mesh-cardi-vogue-8975"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Silky – Marcy Tilton Fabrics,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-ch/collections/silky"", ""https://marcytilton.com/en-ch/collections/silky"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,"Marcy Tilton Designer Fabrics for Fashion, Decor, Crafts & More – Marcy Tilton Fabrics",Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-ch/?q=ueyama"", ""https://marcytilton.com/en-ch/?q=ueyama"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Easy Peasy Soft Summer Pants — Vogue 9193 – Marcy Tilton Fabrics  e-9193,Propero,2025-06-19,"=HYPERLINK(""https://marcytilton.com/en-nl/blogs/news/easy-peasy-soft-summer-pants-vogu"", ""https://marcytilton.com/en-nl/blogs/news/easy-peasy-soft-summer-pants-vogu"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Gretna Green Gingham Japanese Cotton Woven – Marcy Tilton Fabrics  n-woven,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-de/products/gretna-green-gingham-japanese-cotto"", ""https://marcytilton.com/en-de/products/gretna-green-gingham-japanese-cotto"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Blues In The Night Viscose Knit – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-fr/products/blues-in-the-night-viscose-knit"", ""https://marcytilton.com/en-fr/products/blues-in-the-night-viscose-knit"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Luxury Designer Fabrics – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-es/collections/luxury"", ""https://marcytilton.com/en-es/collections/luxury"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,znm – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-ie/collections/vendors?q=znm"", ""https://marcytilton.com/en-ie/collections/vendors?q=znm"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,adel – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-fr/collections/vendors?page=1&q=adel"", ""https://marcytilton.com/en-fr/collections/vendors?page=1&q=adel"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Eve Trouser Pattern – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-es/products/eve-trouser-pattern"", ""https://marcytilton.com/en-es/products/eve-trouser-pattern"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Workwear – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-ch/collections/workwear"", ""https://marcytilton.com/en-ch/collections/workwear"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Structured – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-de/collections/structured"", ""https://marcytilton.com/en-de/collections/structured"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Dark Sky Italian Viscose Woven – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/products/dark-sky-italian-viscose-woven"", ""https://marcytilton.com/products/dark-sky-italian-viscose-woven"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Workwear – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/collections/workwear"", ""https://marcytilton.com/collections/workwear"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,About Us – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-nl/pages/about-us"", ""https://marcytilton.com/en-nl/pages/about-us"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Smith Liberty Cotton Woven – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-ch/products/smith-liberty-cotton-woven"", ""https://marcytilton.com/en-ch/products/smith-liberty-cotton-woven"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,"Marcy Tilton Designer Fabrics for Fashion, Decor, Crafts & More – Marcy Tilton Fabrics",Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-nl/"", ""https://marcytilton.com/en-nl/"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Ace Tegu Tropical Stretch Woven – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-ch/products/ace-tegu-tropical-stretch-woven"", ""https://marcytilton.com/en-ch/products/ace-tegu-tropical-stretch-woven"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Reversible Jacket — Butterick 6863 – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-ch/blogs/news/reversible-jacket-butterick-6863"", ""https://marcytilton.com/en-ch/blogs/news/reversible-jacket-butterick-6863"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,"Stable Sewing with Mesh, Lace & Net – Marcy Tilton Fabrics",Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-ie/blogs/news/stable-sewing-with-mesh-lace-net"", ""https://marcytilton.com/en-ie/blogs/news/stable-sewing-with-mesh-lace-net"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Jacket & Vest — Butterick 5891 – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-fr/blogs/news/jacket-vest-butterick-5891"", ""https://marcytilton.com/en-fr/blogs/news/jacket-vest-butterick-5891"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Glass Head Pins – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-nl/products/glass-head-pins"", ""https://marcytilton.com/en-nl/products/glass-head-pins"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Square Deal Italian Cotton Woven – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-fr/products/square-deal-italian-cotton-woven"", ""https://marcytilton.com/en-fr/products/square-deal-italian-cotton-woven"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Hand Embroidered Special Cut Indian Cottons – Marcy Tilton Fabrics  n-cottons,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-ie/blogs/news/hand-embroidered-special-cut-india"", ""https://marcytilton.com/en-ie/blogs/news/hand-embroidered-special-cut-india"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Spring Fabrics – Page 13 – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-de/collections/spring?page=13"", ""https://marcytilton.com/en-de/collections/spring?page=13"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Fooling Around With Flannel Jacket — Butterick 6521 – Marcy Tilton Fabrics  utterick-6521,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-fr/blogs/news/fooling-around-with-flannel-jacket-b"", ""https://marcytilton.com/en-fr/blogs/news/fooling-around-with-flannel-jacket-b"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Laurel Paisley Silk/Cotton Woven – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/products/laurel-paisley-silk-cotton-woven"", ""https://marcytilton.com/products/laurel-paisley-silk-cotton-woven"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Your Shopping Cart – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-ie/cart"", ""https://marcytilton.com/en-ie/cart"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,"Marcy Tilton Designer Fabrics for Fashion, Decor, Crafts & More – Marcy Tilton Fabrics",Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/"", ""https://marcytilton.com/"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,"Marcy Tilton Designer Fabrics for Fashion, Decor, Crafts & More – Marcy Tilton Fabrics",Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-de/"", ""https://marcytilton.com/en-de/"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Sydney Double Knit – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-de/products/sydney-double-knit"", ""https://marcytilton.com/en-de/products/sydney-double-knit"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Leonora Liberty Cotton Woven – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-es/products/leonora-liberty-cotton-woven"", ""https://marcytilton.com/en-es/products/leonora-liberty-cotton-woven"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Fashion Fabrics with Stripe Designs – Page 4 – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/collections/stripes?page=4"", ""https://marcytilton.com/collections/stripes?page=4"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Pieced Tunic Shirt — Butterick 6877 – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-ie/blogs/news/pieced-tunic-shirt-butterick-6877"", ""https://marcytilton.com/en-ie/blogs/news/pieced-tunic-shirt-butterick-6877"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Perennial Border Italian Cotton/Linen Woven – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/products/perennial-border-italian-cotton-linen-woven"", ""https://marcytilton.com/products/perennial-border-italian-cotton-linen-woven"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Crafty Cottons – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-es/collections/crafty-cottons"", ""https://marcytilton.com/en-es/collections/crafty-cottons"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Gray Cashmere Wool Blend Woven – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-nl/products/gray-cashmere-wool-blend-woven"", ""https://marcytilton.com/en-nl/products/gray-cashmere-wool-blend-woven"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,Structured – Marcy Tilton Fabrics,Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-es/collections/structured"", ""https://marcytilton.com/en-es/collections/structured"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
44,"Kai 6 2/3"" Professional Scissors – Marcy Tilton Fabrics",Propero,2025-06-20,"=HYPERLINK(""https://marcytilton.com/en-de/products/kai-6-2-3-professional-scissors"", ""https://marcytilton.com/en-de/products/kai-6-2-3-professional-scissors"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
